word,preference,pos_score,scaled_pos_score,frequency,scaled_frequency
about,0.263687853996224,2933,0.263687853996224,1226734006,1.0
other,0.2593753533625698,3617,0.325182055200935,978481319,0.7976312013967
there,0.23000707201438889,4476,0.40240942191854717,701170205,0.5715747681001
their,0.21767232399940578,3794,0.3410950283196979,782849411,0.6381574222049
games,0.2170332902057258,9680,0.8702688123707633,305930896,0.2493864965866
books,0.21507380364674097,8440,0.758788096736492,347710184,0.2834438291425
would,0.19989091962670177,4763,0.4282118133597051,572644147,0.466803841908
years,0.1908455841223462,7708,0.6929785129910995,337841309,0.2753989922409
first,0.18698672990437548,4413,0.3967454823339027,578161543,0.4713014721791
links,0.18352845273909163,7367,0.6623213161916749,339926541,0.2770988163183
state,0.18097649973201338,5450,0.48997572597320865,453104133,0.3693580929393
price,0.17533025270790722,4769,0.4287512361772903,501651226,0.4089323549738
these,0.1694978677067693,4275,0.3843387575294435,541003982,0.4410116450298
world,0.16758272069671024,5294,0.47595073271599386,431934249,0.3521009826803
pages,0.16723965998627102,9752,0.8767418861817855,234001114,0.1907513061964
which,0.1648356754962481,2775,0.24948305313314753,810514085,0.6607089075837
terms,0.16261460927408553,7990,0.7183313854176032,277705910,0.2263782601947
sites,0.14603802508379962,9828,0.8835745752045312,202755734,0.1652809272494
sales,0.1389131726842722,10941,0.9836375078665828,173244220,0.1412239484295
items,0.13656241583709716,5638,0.5068776409242111,330505325,0.2694188987861
times,0.13353594931744572,8978,0.8071563427132967,202950880,0.1654400049296
posts,0.13233416376198487,8328,0.7487188708082352,216822128,0.1767474668017
hotel,0.13089525977512734,5994,0.5388833947675987,297974790,0.2429008966431
click,0.13087286773006834,3327,0.2991099523509844,536746424,0.4375410002289
based,0.12660065832541284,6844,0.6153016272588331,252405204,0.2057538168547
video,0.12648122187385832,4723,0.4246156612424706,365410017,0.297872248762
after,0.11946944793325381,4371,0.3929695226108064,372948094,0.3040170829013
tools,0.1171949384147746,8618,0.7747909736581857,185555874,0.151260071941
could,0.11680397669835692,5272,0.4739728490515149,302311431,0.246436007742
hours,0.11496522007601212,7913,0.7114087925919267,198242904,0.1616021916979
order,0.11318931093268864,4588,0.41247864784680394,336631187,0.2744125338937
where,0.10757281983585895,4072,0.3660882855344781,360468339,0.2938439280536
store,0.10723698736079568,5023,0.45158680212172975,291308910,0.2374670536361
three,0.10475840462424744,6398,0.5752045311516677,223417394,0.1821237472078
women,0.10427786263674857,5867,0.527465611795379,242520455,0.1976960399026
music,0.10365162402393709,3416,0.30711139081183136,414028837,0.3375049806845
power,0.10324320315811981,6217,0.5589319428211813,226596368,0.1847151598404
money,0.10270684042056222,7368,0.6624112199946057,190205072,0.1550499709552
class,0.1024692618911175,7317,0.6578261260451317,191087771,0.1557695230306
email,0.10024277270742053,3081,0.2769936168299919,443949646,0.3618956055906
today,0.09939120018145371,5668,0.509574755012137,239271204,0.1950473393822
water,0.09906595760894063,6282,0.5647756900116875,215178488,0.1754076164413
rates,0.09821846988177793,9776,0.8788995774521262,137089538,0.1117516408035
south,0.09761833206247768,5583,0.5019329317630136,238581133,0.1944848123824
great,0.09408113002662388,4258,0.3828103928796188,301487430,0.2457643046703
press,0.09405955621702303,7144,0.6422727681380922,179652730,0.1464479904538
since,0.09151678970500887,5827,0.5238694596781444,214302926,0.1746938822531
local,0.0914317982413067,4608,0.4142767239054212,270742935,0.2207022334718
under,0.09000552283925992,3920,0.3524229074889868,313296421,0.2553906710564
board,0.08986267043672423,5774,0.5191045581228086,212361059,0.1731109254014
house,0.0895239060980553,5281,0.47478198327789267,231310420,0.1885579260611
phone,0.08830678066705021,4695,0.42209835476040636,256643812,0.2092090141341
those,0.08671346505926167,4382,0.39395846444304594,270014141,0.2201081405418
found,0.08436910389380826,4962,0.446102670142947,232005894,0.1891248574387
files,0.08367708335918633,9096,0.8177649914591387,125524478,0.1023241202951
forum,0.08332807989117821,4468,0.40169019149510027,254478181,0.2074436509914
total,0.08274521964460878,5071,0.4559021846624112,222649459,0.1814977476054
being,0.08024586015154579,4510,0.4054661512181965,242783091,0.1979101335844
cards,0.07807933633866383,8798,0.7909736581857413,121094522,0.0987129413611
north,0.07788168166147835,4879,0.4386406544996853,217809513,0.1775523560403
level,0.07777455835457213,5239,0.47100602355479637,202563642,0.1651243391063
girls,0.07695162437421159,7935,0.7133866762564056,132325396,0.1078680425853
place,0.07633979934625958,4714,0.4238065270160928,220970235,0.1801288901418
guide,0.07598464522759338,4859,0.43684257844106805,213378807,0.1739405657268
title,0.07351047669197429,5100,0.4585093949474063,196676017,0.1603249082833
group,0.07344974845377243,3114,0.2799604423267104,321842984,0.2623575953922
large,0.07260586222800966,5973,0.5369954149060505,165863763,0.1352076018018
texas,0.07204461315117018,7597,0.6829991908657737,129399241,0.1054827210847
while,0.0711492546889689,4292,0.38586712217926816,226194991,0.1843879682911
point,0.07086739783644581,5509,0.49528005034612965,175527859,0.1430855084652
model,0.0705786550484117,5974,0.5370853187089814,161205740,0.1314105088891
value,0.0703162637732646,5270,0.47379304144565315,182061247,0.1484113476186
table,0.06905705643336742,5699,0.5123617729029938,165341452,0.1347818281643
party,0.06901861551030974,6508,0.5850939494740628,144707500,0.1179615950094
white,0.06795020250150845,4418,0.39719500134855706,209863729,0.1710751703088
areas,0.0677743420136462,7581,0.6815607300188798,121986327,0.0994399163986
media,0.06769780150880968,4268,0.38370943090892745,216432510,0.1764298608675
parts,0.0675663413164324,9161,0.8236087386496449,100637505,0.0820369407775
miles,0.06738861594245368,9194,0.8265755641463634,100012522,0.0815274717346
right,0.06679603718967142,3331,0.29946956756270793,273620358,0.2230478299792
needs,0.06570657625793085,7254,0.6521621864604873,123595776,0.1007518951912
small,0.06458095299498036,4229,0.38020318259462377,208371878,0.1698590541885
shall,0.0645039764639742,4585,0.4122089364380113,191963867,0.156483692521
means,0.06436791876245347,8290,0.7453025262968623,105946662,0.086364820313
paper,0.06404324910845523,6476,0.5822170277802751,134939426,0.1099989283251
rules,0.06394171536682683,8934,0.8032005753843388,97658641,0.0796086523422
users,0.06379914740481632,5830,0.524139171086937,149320234,0.1217217695684
reply,0.06344355304138861,4685,0.42119931673109773,184777992,0.1506259638163
cases,0.06311315613937248,9984,0.8975995684617459,86255673,0.0703132647975
movie,0.0629854773897404,5425,0.48772813089993705,158421100,0.1291405465449
black,0.06281802698007714,3503,0.3149330216668165,244690155,0.1994647199827
costs,0.06216611725196488,8391,0.7543828103928796,101090970,0.0824065930394
learn,0.0615672812852794,4682,0.4209296053223051,179428286,0.1462650298454
james,0.061341492263832204,9245,0.8311606580958375,90535679,0.0738022085939
photo,0.06117168144125551,3675,0.3303964757709251,227125249,0.1851462891622
makes,0.06111077349285416,9494,0.8535467050256226,87829598,0.0715962853972
works,0.05888909033688934,8151,0.7328058976894722,98581698,0.0803611031551
poker,0.058772363621673256,6214,0.5586622314123888,129054826,0.1052019633994
index,0.058602347712022065,3293,0.2960532230513351,242826246,0.1979453123598
still,0.05710926925905673,4092,0.3678863615930954,190433487,0.155236168614
march,0.05710669383846818,4923,0.44259642182864334,158281269,0.1290265601392
print,0.05690457610561359,4356,0.3916209655668435,178250872,0.145305234165
never,0.05685254996821284,5187,0.46633102580239144,149556758,0.1219145774622
shoes,0.055431231150412714,9366,0.842039018250472,80755612,0.0658297655441
deals,0.0552220435884291,8263,0.742875123617729,91189968,0.0743355670863
think,0.05506700727683127,3449,0.31007821630854987,217856550,0.1775906993158
notes,0.05453236793850482,9306,0.8366447900746201,79958318,0.0651798332882
range,0.05445758704882448,5791,0.5206329227726333,128314924,0.1045988155317
words,0.05411317104254534,8122,0.7301986874044772,90910143,0.0741074614019
check,0.053915406360798994,3009,0.2705205430189697,244491090,0.1993024476408
